0.000000	0.169040	-1
0.002500	0.168847	-1
0.005000	0.168631	-1
0.007500	0.168391	-1
0.010000	0.168126	-1
0.012500	0.167836	-1
0.015000	0.167520	-1
0.017500	0.167179	-1
0.020000	0.166810	-1
0.022500	0.166415	-1
0.025000	0.165992	-1
0.027500	0.165541	-1
0.030000	0.165061	-1
0.032500	0.164552	-1
0.035000	0.164012	-1
0.037500	0.163441	-1
0.040000	0.162839	-1
0.042500	0.162205	-1
0.045000	0.161537	-1
0.047500	0.160837	-1
0.050000	0.160102	-1
0.052500	0.159332	-1
0.055000	0.158526	-1
0.057500	0.157685	-1
0.060000	0.156807	-1
0.062500	0.155891	-1
0.065000	0.154938	-1
0.067500	0.153947	-1
0.070000	0.152916	-1
0.072500	0.151847	-1
0.075000	0.150738	-1
0.077500	0.149588	-1
0.080000	0.148398	-1
0.082500	0.147168	-1
0.085000	0.145896	-1
0.087500	0.144583	-1
0.090000	0.143229	-1
0.092500	0.141834	-1
0.095000	0.140397	-1
0.097500	0.138919	-1
0.100000	0.137399	-1
0.102500	0.135839	-1
0.105000	0.134238	-1
0.107500	0.132598	-1
0.110000	0.130917	-1
0.112500	0.129199	-1
0.115000	0.127442	-1
0.117500	0.125649	-1
0.120000	0.123819	-1
0.122500	0.121956	-1
0.125000	0.120059	-1
0.127500	0.118131	-1
0.130000	0.116174	-1
0.132500	0.114188	-1
0.135000	0.112177	-1
0.137500	0.110142	-1
0.140000	0.108086	-1
0.142500	0.106011	-1
0.145000	0.103919	-1
0.147500	0.101814	-1
0.150000	0.099699	-1
0.152500	0.097575	-1
0.155000	0.095446	-1
0.157500	0.093315	-1
0.160000	0.091185	-1
0.162500	0.089059	-1
0.165000	0.086940	-1
0.167500	0.084832	-1
0.170000	0.082738	-1
0.172500	0.080660	-1
0.175000	0.078602	-1
0.177500	0.076567	-1
0.180000	0.074558	-1
0.182500	0.072578	-1
0.185000	0.070629	-1
0.187500	0.068715	-1
0.190000	0.066839	-1
0.192500	0.065001	-1
0.195000	0.063207	-1
0.197500	0.061456	-1
0.200000	0.059752	-1
0.202500	0.058098	-1
0.205000	0.056494	-1
0.207500	0.054942	-1
0.210000	0.053445	-1
0.212500	0.052003	-1
0.215000	0.050619	-1
0.217500	0.049293	-1
0.220000	0.048026	-1
0.222500	0.046820	-1
0.225000	0.045675	-1
0.227500	0.044592	-1
0.230000	0.043572	-1
0.232500	0.042614	-1
0.235000	0.041720	-1
0.237500	0.040889	-1
0.240000	0.040120	-1
0.242500	0.039415	-1
0.245000	0.038773	-1
0.247500	0.038193	-1
0.250000	0.037676	-1
0.252500	0.037219	-1
0.255000	0.036822	-1
0.257500	0.036485	-1
0.260000	0.036207	-1
0.262500	0.035986	-1
0.265000	0.035821	-1
0.267500	0.035710	-1
0.270000	0.035653	-1
0.272500	0.035648	-1
0.275000	0.035692	-1
0.277500	0.035785	-1
0.280000	0.035925	-1
0.282500	0.036109	-1
0.285000	0.036337	-1
0.287500	0.036605	-1
0.290000	0.036913	-1
0.292500	0.037258	-1
0.295000	0.037639	-1
0.297500	0.038053	-1
0.300000	0.038499	-1
0.302500	0.038975	-1
0.305000	0.039480	-1
0.307500	0.040011	-1
0.310000	0.040567	-1
0.312500	0.041147	-1
0.315000	0.041750	-1
0.317500	0.042374	-1
0.320000	0.043018	-1
0.322500	0.043681	-1
0.325000	0.044362	-1
0.327500	0.045060	-1
0.330000	0.045774	-1
0.332500	0.046505	-1
0.335000	0.047251	-1
0.337500	0.048011	-1
0.340000	0.048785	-1
0.342500	0.049573	-1
0.345000	0.050374	-1
0.347500	0.051187	-1
0.350000	0.052012	-1
0.352500	0.052848	-1
0.355000	0.053694	-1
0.357500	0.054549	-1
0.360000	0.055412	-1
0.362500	0.056282	-1
0.365000	0.057157	-1
0.367500	0.058035	-1
0.370000	0.058915	-1
0.372500	0.059795	-1
0.375000	0.060672	-1
0.377500	0.061543	-1
0.380000	0.062407	-1
0.382500	0.063260	-1
0.385000	0.064099	-1
0.387500	0.064921	-1
0.390000	0.065723	-1
0.392500	0.066502	-1
0.395000	0.067254	-1
0.397500	0.067976	-1
0.400000	0.068665	-1
0.402500	0.069319	-1
0.405000	0.069933	-1
0.407500	0.070507	-1
0.410000	0.071037	-1
0.412500	0.071521	-1
0.415000	0.071959	-1
0.417500	0.072348	-1
0.420000	0.072688	-1
0.422500	0.072979	-1
0.425000	0.073220	-1
0.427500	0.073413	-1
0.430000	0.073559	-1
0.432500	0.073658	-1
0.435000	0.073714	-1
0.437500	0.073727	-1
0.440000	0.073702	-1
0.442500	0.073641	-1
0.445000	0.073548	-1
0.447500	0.073426	-1
0.450000	0.073279	-1
0.452500	0.073111	-1
0.455000	0.072926	-1
0.457500	0.072728	-1
0.460000	0.072522	-1
0.462500	0.072311	-1
0.465000	0.072099	-1
0.467500	0.071889	-1
0.470000	0.071686	-1
0.472500	0.071492	-1
0.475000	0.071310	-1
0.477500	0.071144	-1
0.480000	0.070994	-1
0.482500	0.070863	-1
0.485000	0.070753	-1
0.487500	0.070665	-1
0.490000	0.070600	-1
0.492500	0.070558	-1
0.495000	0.070541	-1
0.497500	0.070547	-1
0.500000	0.070578	-1
0.502500	0.070632	-1
0.505000	0.070709	-1
0.507500	0.070810	-1
0.510000	0.070932	-1
0.512500	0.071075	-1
0.515000	0.071239	-1
0.517500	0.071423	-1
0.520000	0.071626	-1
0.522500	0.071848	-1
0.525000	0.072087	-1
0.527500	0.072344	-1
0.530000	0.072618	-1
0.532500	0.072909	-1
0.535000	0.073217	-1
0.537500	0.073542	-1
0.540000	0.073883	-1
0.542500	0.074242	-1
0.545000	0.074619	-1
0.547500	0.075014	-1
0.550000	0.075427	-1
0.552500	0.075860	-1
0.555000	0.076313	-1
0.557500	0.076787	-1
0.560000	0.077281	-1
0.562500	0.077798	-1
0.565000	0.078338	-1
0.567500	0.078900	-1
0.570000	0.079487	-1
0.572500	0.080098	-1
0.575000	0.080733	-1
0.577500	0.081393	-1
0.580000	0.082078	-1
0.582500	0.082788	-1
0.585000	0.083523	-1
0.587500	0.084283	-1
0.590000	0.085067	-1
0.592500	0.085874	-1
0.595000	0.086705	-1
0.597500	0.087557	-1
0.600000	0.088431	-1
0.602500	0.089326	-1
0.605000	0.090239	-1
0.607500	0.091170	-1
0.610000	0.092117	-1
0.612500	0.093080	-1
0.615000	0.094055	-1
0.617500	0.095042	-1
0.620000	0.096038	-1
0.622500	0.097042	-1
0.625000	0.098051	-1
0.627500	0.099065	-1
0.630000	0.100079	-1
0.632500	0.101093	-1
0.635000	0.102104	-1
0.637500	0.103109	-1
0.640000	0.104107	-1
0.642500	0.105095	-1
0.645000	0.106071	-1
0.647500	0.107032	-1
0.650000	0.107977	-1
0.652500	0.108901	-1
0.655000	0.109805	-1
0.657500	0.110684	-1
0.660000	0.111537	-1
0.662500	0.112362	-1
0.665000	0.113157	-1
0.667500	0.113919	-1
0.670000	0.114647	-1
0.672500	0.115340	-1
0.675000	0.115995	-1
0.677500	0.116611	-1
0.680000	0.117186	-1
0.682500	0.117721	-1
0.685000	0.118213	-1
0.687500	0.118663	-1
0.690000	0.119069	-1
0.692500	0.119432	-1
0.695000	0.119751	-1
0.697500	0.120027	-1
0.700000	0.120260	-1
0.702500	0.120452	-1
0.705000	0.120602	-1
0.707500	0.120713	-1
0.710000	0.120786	-1
0.712500	0.120822	-1
0.715000	0.120825	-1
0.717500	0.120796	-1
0.720000	0.120737	-1
0.722500	0.120653	-1
0.725000	0.120546	-1
0.727500	0.120418	-1
0.730000	0.120274	-1
0.732500	0.120117	-1
0.735000	0.119951	-1
0.737500	0.119779	-1
0.740000	0.119606	-1
0.742500	0.119435	-1
0.745000	0.119271	-1
0.747500	0.119117	-1
0.750000	0.118977	-1
0.752500	0.118855	-1
0.755000	0.118755	-1
0.757500	0.118680	-1
0.760000	0.118635	-1
0.762500	0.118621	-1
0.765000	0.118642	-1
0.767500	0.118702	-1
0.770000	0.118802	-1
0.772500	0.118945	-1
0.775000	0.119133	-1
0.777500	0.119367	-1
0.780000	0.119650	-1
0.782500	0.119981	-1
0.785000	0.120362	-1
0.787500	0.120793	-1
0.790000	0.121275	-1
0.792500	0.121806	-1
0.795000	0.122386	-1
0.797500	0.123015	-1
0.800000	0.123690	-1
0.802500	0.124411	-1
0.805000	0.125176	-1
0.807500	0.125981	-1
0.810000	0.126826	-1
0.812500	0.127708	-1
0.815000	0.128623	-1
0.817500	0.129568	-1
0.820000	0.130542	-1
0.822500	0.131540	-1
0.825000	0.132559	-1
0.827500	0.133597	-1
0.830000	0.134648	-1
0.832500	0.135711	-1
0.835000	0.136782	-1
0.837500	0.137858	-1
0.840000	0.138935	-1
0.842500	0.140010	-1
0.845000	0.141081	-1
0.847500	0.142145	-1
0.850000	0.143198	-1
0.852500	0.144240	-1
0.855000	0.145266	-1
0.857500	0.146276	-1
0.860000	0.147267	-1
0.862500	0.148238	-1
0.865000	0.149187	-1
0.867500	0.150114	-1
0.870000	0.151017	-1
0.872500	0.151896	-1
0.875000	0.152750	-1
0.877500	0.153578	-1
0.880000	0.154381	-1
0.882500	0.155159	-1
0.885000	0.155912	-1
0.887500	0.156639	-1
